date,opponent,game_type,time,period,etype,team,player,result,points,type,x,y
20081028,POR,home,10:51,2,shot,POR,Channing Frye,missed,0,3pt,17,32
20081028,POR,home,10:51,2,rebound,LAL,,,0,,NA,NA
20081028,POR,home,10:39,2,shot,LAL,Lamar Odom,made,2,hook bank,30,11
20081028,POR,home,10:19,2,turnover,POR,Sergio Rodriguez,,0,,NA,NA
20081028,POR,home,10:14,2,shot,LAL,Pau Gasol,made,2,layup,25,6
20081028,POR,home,10:06,2,timeout,POR,,,0,regular,NA,NA
20081028,POR,home,10:06,2,sub,POR,,,0,,NA,NA
20081028,POR,home,10:06,2,sub,POR,,,0,,NA,NA
20081028,POR,home,09:45,2,shot,POR,Rudy Fernandez,made,3,3pt,9,26
20081028,POR,home,09:28,2,shot,LAL,Sasha Vujacic,missed,0,jump,6,8
20081028,POR,home,09:27,2,rebound,POR,Sergio Rodriguez,,0,def,NA,NA
20081028,POR,home,09:10,2,turnover,POR,LaMarcus Aldridge,,0,,NA,NA
20081028,POR,home,09:03,2,shot,LAL,Jordan Farmar,missed,0,running layup,25,6
20081028,POR,home,09:02,2,rebound,LAL,,,0,,NA,NA
20081028,POR,home,08:59,2,shot,LAL,Sasha Vujacic,missed,0,jump,6,5
20081028,POR,home,08:58,2,rebound,POR,Rudy Fernandez,,0,def,NA,NA
20081028,POR,home,08:41,2,shot,POR,LaMarcus Aldridge,missed,0,dunk,25,6
20081028,POR,home,08:39,2,rebound,LAL,Lamar Odom,,0,def,NA,NA
20081028,POR,home,08:33,2,shot,LAL,Sasha Vujacic,made,3,3pt,NA,NA
20081028,POR,home,08:07,2,turnover,POR,,,0,,NA,NA
20081028,POR,home,08:07,2,sub,POR,,,0,,NA,NA
20081028,POR,home,08:07,2,sub,LAL,,,0,,NA,NA
20081028,POR,home,07:55,2,shot,LAL,Pau Gasol,missed,0,jump,22,12
20081028,POR,home,07:53,2,rebound,POR,Greg Oden,,0,def,NA,NA
20081028,POR,home,07:37,2,shot,POR,LaMarcus Aldridge,missed,0,jump,27,16
20081028,POR,home,07:36,2,rebound,LAL,Kobe Bryant,,0,def,NA,NA
20081028,POR,home,07:23,2,shot,LAL,Trevor Ariza,missed,0,jump,10,6
20081028,POR,home,07:21,2,rebound,POR,Greg Oden,,0,def,NA,NA
20081028,POR,home,07:08,2,shot,POR,Travis Outlaw,made,3,3pt,48,6
20081028,POR,home,06:50,2,turnover,LAL,Kobe Bryant,,0,,NA,NA
20081028,POR,home,06:44,2,shot,POR,Travis Outlaw,made,2,layup,25,6
20081028,POR,home,06:32,2,shot,LAL,Trevor Ariza,made,3,3pt,43,24
20081028,POR,home,06:16,2,foul,LAL,Jordan Farmar,,0,shooting,NA,NA
20081028,POR,home,06:16,2,free throw,POR,Rudy Fernandez,made,1,,NA,NA
20081028,POR,home,06:16,2,sub,LAL,,,0,,NA,NA
20081028,POR,home,06:16,2,free throw,POR,Rudy Fernandez,made,1,,NA,NA
20081028,POR,home,06:01,2,shot,LAL,Lamar Odom,missed,0,layup,25,6
20081028,POR,home,05:58,2,rebound,POR,Travis Outlaw,,0,def,NA,NA
20081028,POR,home,05:42,2,shot,POR,LaMarcus Aldridge,missed,0,jump,15,16
20081028,POR,home,05:41,2,rebound,LAL,Kobe Bryant,,0,def,NA,NA
20081028,POR,home,05:36,2,shot,LAL,Pau Gasol,made,2,layup,25,6
20081028,POR,home,05:10,2,foul,LAL,Lamar Odom,,0,personal,NA,NA
20081028,POR,home,05:10,2,timeout,OFF,,,0,official,NA,NA
20081028,POR,home,05:10,2,sub,LAL,,,0,,NA,NA
20081028,POR,home,05:10,2,sub,LAL,,,0,,NA,NA
20081028,POR,home,05:10,2,sub,POR,,,0,,NA,NA
20081028,POR,home,04:56,2,foul,LAL,Kobe Bryant,,0,shooting,NA,NA
20081028,POR,home,04:56,2,free throw,POR,Greg Oden,missed,0,,NA,NA
20081028,POR,home,04:56,2,rebound,POR,,,0,,NA,NA
20081028,POR,home,04:56,2,free throw,POR,Greg Oden,missed,0,,NA,NA
20081028,POR,home,04:55,2,rebound,LAL,Vladimir Radmanovic,,0,def,NA,NA
20081028,POR,home,04:34,2,shot,LAL,Kobe Bryant,missed,0,jump,43,6
20081028,POR,home,04:33,2,rebound,LAL,Kobe Bryant,,0,off,NA,NA
20081028,POR,home,04:30,2,shot,LAL,Kobe Bryant,made,2,pullup jump,16,22
20081028,POR,home,04:17,2,foul,LAL,Pau Gasol,,0,personal,NA,NA
20081028,POR,home,04:11,2,shot,POR,Travis Outlaw,missed,0,jump,31,11
20081028,POR,home,04:09,2,rebound,POR,Travis Outlaw,,0,off,NA,NA
20081028,POR,home,04:08,2,turnover,POR,Travis Outlaw,,0,,NA,NA
20081028,POR,home,04:03,2,shot,LAL,Vladimir Radmanovic,made,2,driving slam dunk,25,6
20081028,POR,home,03:44,2,shot,POR,Greg Oden,missed,0,hook,28,9
20081028,POR,home,03:40,2,rebound,POR,Greg Oden,,0,off,NA,NA
20081028,POR,home,03:37,2,turnover,POR,Greg Oden,,0,,NA,NA
20081028,POR,home,03:31,2,shot,LAL,Pau Gasol,made,2,layup,25,6
20081028,POR,home,03:31,2,violation,POR,Travis Outlaw,,0,defensive goaltending,NA,NA
20081028,POR,home,03:16,2,shot,POR,Steve Blake,missed,0,3pt,48,11
20081028,POR,home,03:15,2,rebound,LAL,Kobe Bryant,,0,def,NA,NA
20081028,POR,home,03:06,2,shot,LAL,Kobe Bryant,made,2,pullup jump,18,15
20081028,POR,home,02:42,2,shot,POR,Travis Outlaw,missed,0,jump,16,20
20081028,POR,home,02:41,2,rebound,LAL,Vladimir Radmanovic,,0,def,NA,NA
20081028,POR,home,02:35,2,turnover,LAL,Derek Fisher,,0,,NA,NA
20081028,POR,home,02:20,2,shot,POR,Steve Blake,made,3,3pt,49,12
20081028,POR,home,01:58,2,shot,LAL,Vladimir Radmanovic,made,3,3pt,8,28
20081028,POR,home,01:51,2,timeout,POR,,,0,short,NA,NA
20081028,POR,home,01:51,2,timeout,LAL,,,0,regular,NA,NA
20081028,POR,home,01:51,2,sub,POR,,,0,,NA,NA
20081028,POR,home,01:37,2,turnover,POR,Brandon Roy,,0,,NA,NA
20081028,POR,home,01:32,2,turnover,LAL,Kobe Bryant,,0,,NA,NA
20081028,POR,home,01:17,2,foul,LAL,Andrew Bynum,,0,shooting,NA,NA
20081028,POR,home,01:17,2,free throw,POR,Brandon Roy,made,1,,NA,NA
20081028,POR,home,01:17,2,free throw,POR,Brandon Roy,made,1,,NA,NA
20081028,POR,home,01:00,2,shot,LAL,Kobe Bryant,missed,0,jump,9,10
20081028,POR,home,00:59,2,rebound,POR,Joel Przybilla,,0,def,NA,NA
20081028,POR,home,00:46,2,shot,POR,LaMarcus Aldridge,missed,0,3pt,0,11
20081028,POR,home,00:44,2,rebound,POR,Travis Outlaw,,0,off,NA,NA
20081028,POR,home,00:43,2,shot,POR,Travis Outlaw,made,2,layup,25,6
20081028,POR,home,00:33,2,shot,LAL,Kobe Bryant,missed,0,jump,17,14
20081028,POR,home,00:31,2,rebound,POR,Joel Przybilla,,0,def,NA,NA
20081028,POR,home,00:11,2,shot,POR,Steve Blake,made,3,3pt,1,7
20081028,POR,home,00:03,2,turnover,LAL,Kobe Bryant,,0,,NA,NA
20081028,POR,home,11:39,3,shot,POR,Steve Blake,missed,0,layup,25,6
20081028,POR,home,11:37,3,rebound,POR,Steve Blake,,0,off,NA,NA
20081028,POR,home,11:35,3,shot,POR,Travis Outlaw,made,3,3pt,1,6
20081028,POR,home,11:20,3,shot,LAL,Andrew Bynum,missed,0,jump,14,19
20081028,POR,home,11:19,3,rebound,POR,Joel Przybilla,,0,def,NA,NA
20081028,POR,home,10:59,3,shot,POR,Travis Outlaw,made,2,jump,42,10
20081028,POR,home,10:39,3,shot,LAL,Derek Fisher,missed,0,jump,34,9
20081028,POR,home,10:37,3,rebound,LAL,Derek Fisher,,0,off,NA,NA
20081028,POR,home,10:36,3,shot,LAL,Derek Fisher,missed,0,layup,25,6
20081028,POR,home,10:36,3,rebound,POR,Steve Blake,,0,def,NA,NA
20081028,POR,home,10:28,3,shot,POR,Brandon Roy,missed,0,3pt,48,10
20081028,POR,home,10:27,3,rebound,LAL,Derek Fisher,,0,def,NA,NA
20081028,POR,home,10:22,3,shot,LAL,Derek Fisher,missed,0,driving layup,25,6
20081028,POR,home,10:20,3,rebound,POR,Joel Przybilla,,0,def,NA,NA
20081028,POR,home,10:04,3,shot,POR,LaMarcus Aldridge,made,2,jump,20,10
20081028,POR,home,09:37,3,shot,LAL,Kobe Bryant,missed,0,jump,9,17
20081028,POR,home,09:36,3,rebound,POR,Steve Blake,,0,def,NA,NA
20081028,POR,home,09:27,3,shot,POR,Travis Outlaw,missed,0,3pt,1,8
20081028,POR,home,09:26,3,rebound,LAL,,,0,,NA,NA
20081028,POR,home,09:06,3,foul,POR,Joel Przybilla,,0,personal,NA,NA
20081028,POR,home,09:00,3,shot,LAL,Kobe Bryant,made,3,3pt,16,29
20081028,POR,home,08:41,3,shot,POR,Steve Blake,missed,0,jump,32,24
20081028,POR,home,08:39,3,rebound,LAL,Kobe Bryant,,0,def,NA,NA
20081028,POR,home,08:33,3,shot,LAL,Kobe Bryant,made,2,driving reverse layup,25,6
20081028,POR,home,08:33,3,foul,POR,Joel Przybilla,,0,shooting,NA,NA
20081028,POR,home,08:33,3,free throw,LAL,Kobe Bryant,missed,0,,NA,NA
20081028,POR,home,08:32,3,rebound,POR,LaMarcus Aldridge,,0,def,NA,NA
20081028,POR,home,08:07,3,shot,POR,Brandon Roy,missed,0,3pt,7,28
20081028,POR,home,08:05,3,rebound,LAL,Pau Gasol,,0,def,NA,NA
20081028,POR,home,07:59,3,shot,LAL,Andrew Bynum,missed,0,jump,25,18
20081028,POR,home,07:58,3,rebound,POR,,,0,,NA,NA
20081028,POR,home,07:46,3,turnover,POR,Travis Outlaw,,0,,NA,NA
20081028,POR,home,07:38,3,shot,LAL,Kobe Bryant,missed,0,jump,29,28
20081028,POR,home,07:37,3,rebound,POR,Steve Blake,,0,def,NA,NA
20081028,POR,home,07:24,3,shot,POR,LaMarcus Aldridge,missed,0,jump,39,13
20081028,POR,home,07:23,3,rebound,LAL,Andrew Bynum,,0,def,NA,NA
20081028,POR,home,07:07,3,foul,POR,LaMarcus Aldridge,,0,shooting,NA,NA
20081028,POR,home,07:07,3,free throw,LAL,Kobe Bryant,made,1,,NA,NA
20081028,POR,home,07:07,3,sub,LAL,,,0,,NA,NA
20081028,POR,home,07:07,3,free throw,LAL,Kobe Bryant,made,1,,NA,NA
20081028,POR,home,06:47,3,shot,POR,LaMarcus Aldridge,missed,0,turnaround jump,21,18
20081028,POR,home,06:44,3,rebound,LAL,Lamar Odom,,0,def,NA,NA
20081028,POR,home,06:40,3,foul,POR,LaMarcus Aldridge,,0,shooting,NA,NA
20081028,POR,home,06:40,3,free throw,LAL,Kobe Bryant,made,1,,NA,NA
20081028,POR,home,06:40,3,timeout,POR,,,0,regular,NA,NA
20081028,POR,home,06:40,3,free throw,LAL,Kobe Bryant,made,1,,NA,NA
20081028,POR,home,06:19,3,shot,POR,Joel Przybilla,missed,0,jump,21,8
20081028,POR,home,06:17,3,rebound,LAL,Kobe Bryant,,0,def,NA,NA
20081028,POR,home,06:09,3,turnover,LAL,Pau Gasol,,0,,NA,NA
20081028,POR,home,05:49,3,shot,POR,Travis Outlaw,made,2,jump,13,22
20081028,POR,home,05:21,3,shot,LAL,Kobe Bryant,made,2,jump,44,6
20081028,POR,home,05:00,3,shot,POR,Brandon Roy,missed,0,layup,25,6
20081028,POR,home,04:59,3,rebound,LAL,Pau Gasol,,0,def,NA,NA
20081028,POR,home,04:47,3,shot,LAL,Vladimir Radmanovic,made,3,3pt,1,5
20081028,POR,home,04:29,3,shot,POR,Steve Blake,made,3,3pt,14,29
20081028,POR,home,04:23,3,foul,POR,Joel Przybilla,,0,shooting,NA,NA
20081028,POR,home,04:23,3,sub,POR,,,0,,NA,NA
20081028,POR,home,04:23,3,sub,POR,,,0,,NA,NA
20081028,POR,home,04:23,3,free throw,LAL,Derek Fisher,made,1,,NA,NA
20081028,POR,home,04:23,3,free throw,LAL,Derek Fisher,made,1,,NA,NA
20081028,POR,home,04:05,3,violation,LAL,Vladimir Radmanovic,,0,kicked ball,NA,NA
20081028,POR,home,03:52,3,shot,POR,Travis Outlaw,missed,0,jump,33,15
20081028,POR,home,03:51,3,rebound,LAL,Pau Gasol,,0,def,NA,NA
20081028,POR,home,03:35,3,shot,LAL,Kobe Bryant,made,2,driving finger roll layup,25,6
20081028,POR,home,03:25,3,foul,LAL,Kobe Bryant,,0,personal,NA,NA
20081028,POR,home,03:18,3,shot,POR,Channing Frye,missed,0,jump,11,22
20081028,POR,home,03:17,3,rebound,LAL,Derek Fisher,,0,def,NA,NA
20081028,POR,home,03:00,3,turnover,LAL,Pau Gasol,,0,,NA,NA
20081028,POR,home,02:36,3,turnover,POR,,,0,,NA,NA
20081028,POR,home,02:36,3,timeout,LAL,,,0,regular,NA,NA
20081028,POR,home,02:36,3,sub,POR,,,0,,NA,NA
20081028,POR,home,02:36,3,sub,LAL,,,0,,NA,NA
20081028,POR,home,02:36,3,sub,LAL,,,0,,NA,NA
20081028,POR,home,02:21,3,shot,LAL,Lamar Odom,made,2,jump,37,9
20081028,POR,home,02:01,3,shot,POR,Rudy Fernandez,missed,0,3pt,38,32
20081028,POR,home,02:00,3,rebound,POR,Brandon Roy,,0,off,NA,NA
20081028,POR,home,01:55,3,shot,POR,Brandon Roy,made,2,jump,12,16
20081028,POR,home,01:34,3,shot,LAL,Kobe Bryant,missed,0,jump,38,19
20081028,POR,home,01:33,3,rebound,POR,Jerryd Bayless,,0,def,NA,NA
20081028,POR,home,01:24,3,shot,POR,Brandon Roy,made,3,3pt,2,9
20081028,POR,home,01:17,3,foul,POR,Channing Frye,,0,shooting,NA,NA
20081028,POR,home,01:17,3,free throw,LAL,Lamar Odom,made,1,,NA,NA
20081028,POR,home,01:17,3,sub,LAL,,,0,,NA,NA
20081028,POR,home,01:17,3,free throw,LAL,Lamar Odom,made,1,,NA,NA
20081028,POR,home,01:03,3,shot,POR,Jerryd Bayless,missed,0,jump,13,18
20081028,POR,home,01:02,3,rebound,LAL,Pau Gasol,,0,def,NA,NA
20081028,POR,home,00:57,3,foul,POR,Channing Frye,,0,personal,NA,NA
20081028,POR,home,00:57,3,free throw,LAL,Lamar Odom,missed,0,,NA,NA
20081028,POR,home,00:57,3,rebound,LAL,,,0,,NA,NA
20081028,POR,home,00:57,3,free throw,LAL,Lamar Odom,made,1,,NA,NA
20081028,POR,home,00:43,3,shot,POR,Brandon Roy,missed,0,layup,25,6
20081028,POR,home,00:42,3,rebound,LAL,Pau Gasol,,0,def,NA,NA
20081028,POR,home,00:31,3,shot,LAL,Pau Gasol,missed,0,layup,25,6
20081028,POR,home,00:30,3,rebound,POR,Channing Frye,,0,def,NA,NA
20081028,POR,home,00:24,3,foul,LAL,Jordan Farmar,,0,personal,NA,NA
20081028,POR,home,00:21,3,shot,POR,Rudy Fernandez,missed,0,jump,8,5
20081028,POR,home,00:20,3,rebound,POR,LaMarcus Aldridge,,0,off,NA,NA
20081028,POR,home,00:20,3,shot,POR,LaMarcus Aldridge,made,2,putback dunk,25,6
20081028,POR,home,00:03,3,shot,LAL,Jordan Farmar,missed,0,jump,34,27
20081028,POR,home,00:01,3,rebound,POR,Rudy Fernandez,,0,def,NA,NA
20081028,POR,home,11:49,4,jump ball,OFF,,,0,,NA,NA
20081028,POR,home,11:36,4,shot,LAL,Sasha Vujacic,missed,0,jump,14,24
20081028,POR,home,11:35,4,rebound,POR,Jerryd Bayless,,0,def,NA,NA
20081028,POR,home,11:22,4,foul,LAL,Sasha Vujacic,,0,personal,NA,NA
20081028,POR,home,11:11,4,turnover,POR,Jerryd Bayless,,0,,NA,NA
20081028,POR,home,11:06,4,shot,LAL,Trevor Ariza,missed,0,driving layup,25,6
20081028,POR,home,11:04,4,shot,LAL,Jordan Farmar,missed,0,tip,25,6
20081028,POR,home,11:04,4,rebound,LAL,Jordan Farmar,,0,off,NA,NA
20081028,POR,home,11:03,4,rebound,POR,Channing Frye,,0,def,NA,NA
20081028,POR,home,11:03,4,foul,LAL,Jordan Farmar,,0,personal,NA,NA
20081028,POR,home,11:03,4,foul,LAL,Trevor Ariza,,0,technical,NA,NA
20081028,POR,home,11:03,4,free throw,POR,Rudy Fernandez,made,1,,NA,NA
20081028,POR,home,10:55,4,foul,LAL,Andrew Bynum,,0,personal,NA,NA
20081028,POR,home,10:47,4,shot,POR,Brandon Roy,made,3,3pt,32,34
20081028,POR,home,10:35,4,shot,LAL,Sasha Vujacic,made,2,jump,5,10
20081028,POR,home,10:20,4,shot,POR,Jerryd Bayless,missed,0,jump,14,24
20081028,POR,home,10:19,4,rebound,LAL,Lamar Odom,,0,def,NA,NA
20081028,POR,home,10:14,4,foul,POR,Channing Frye,,0,shooting,NA,NA
20081028,POR,home,10:14,4,sub,POR,,,0,,NA,NA
20081028,POR,home,10:14,4,free throw,LAL,Jordan Farmar,made,1,,NA,NA
20081028,POR,home,10:14,4,sub,POR,,,0,,NA,NA
20081028,POR,home,10:14,4,free throw,LAL,Jordan Farmar,made,1,,NA,NA
20081028,POR,home,09:57,4,foul,POR,Jerryd Bayless,,0,offensive,NA,NA
20081028,POR,home,09:57,4,turnover,POR,Jerryd Bayless,,0,,NA,NA
20081028,POR,home,09:48,4,foul,POR,Jerryd Bayless,,0,personal,NA,NA
20081028,POR,home,09:42,4,shot,LAL,Andrew Bynum,made,2,alley oop dunk,25,6
20081028,POR,home,09:38,4,timeout,POR,,,0,regular,NA,NA
20081028,POR,home,09:22,4,shot,POR,Brandon Roy,made,2,jump,11,19
