stfips,year,_nfd,post,asmrs,pcinc,asmrh,cases,weight,copop
1,1990,1971,1,40.952030181884766,26925.45935018445,5.458165168762207,0.02160229742737939,1715156,2109548
1,1991,1971,1,39.238834381103516,27108.992857784786,6.554539680480957,0.022683101676689632,1715156,2134265
1,1992,1971,1,37.87407302856445,28096.813245968748,4.825993061065674,0.023619105714198,1715156,2160659
1,1993,1971,1,43.12397384643555,28268.878889737014,5.863999366760254,0.023523155265312234,1715156,2190193
1,1994,1971,1,46.042503356933594,28996.312101923446,5.0067057609558105,0.022403425466593522,1715156,2212954
1,1995,1971,1,33.5985221862793,29685.67486072138,5.123218059539795,0.020127801113384147,1715156,2230497
1,1996,1971,1,40.41017150878906,29922.27277559567,4.792422294616699,0.018379387952745827,1715156,2247223
4,1964,1973,0,73.528717041015625,15551.315937634792,3.0832183361053467,0.012882651967025682,744813,744813.0005550385
4,1965,1973,0,82.43119812011719,15962.689260477353,3.0058677196502686,0.01222510734895405,744813,769209.3327484131
4,1966,1973,0,59.25536346435547,16581.27010182433,5.074289798736572,0.012180492803603801,744813,793605.000705719
4,1967,1973,0,81.49341583251953,17214.603201792925,3.836897850036621,0.012326803360232908,744813,818000.6639728546
4,1968,1973,0,72.936737060546875,18610.393365514054,5.394384860992432,0.012177571314698444,744813,842395.6689090729
4,1969,1973,0,81.3118667602539,20097.643257997606,3.6266560554504395,0.012700042493707663,744813,866795
4,1970,1973,0,61.68010711669922,21109.88728183204,3.9523348808288574,0.015342121096100203,744813,914150
4,1971,1973,0,103.90613555908203,21886.982558887776,4.298339366912842,0.017928923926552643,744813,961505
4,1972,1973,0,101.92251586914062,22979.02531498854,3.912482500076294,0.018427992212079924,744813,1017302
4,1973,1973,1,72.25342559814453,23596.891701609602,5.672483444213867,0.018541942485818558,744813,1075584
4,1974,1973,1,87.00236511230469,23114.632475412727,4.767785549163818,0.018148025752775954,744813,1125678
4,1975,1973,1,80.89823913574219,22327.281048143068,4.64028263092041,0.01783495838452115,744813,1157502
4,1976,1973,1,100.65567016601562,22907.77164102938,4.024150371551514,0.01612178886272347,744813,1189441
4,1977,1973,1,102.80804443359375,23409.96154539856,5.766946792602539,0.015108256732627782,744813,1230624
4,1978,1973,1,87.90333557128906,24924.88779387862,4.255053520202637,0.013570141838196298,744813,1277136
4,1979,1973,1,80.58760833740234,25564.115811546795,3.99774169921875,0.012879994563638659,744813,1339131
4,1980,1973,1,70.88127136230469,25534.172095729,5.144073486328125,0.013832892481618378,744813,1388978
4,1981,1973,1,71.15961456298828,25957.761975097674,4.077348709106445,0.015990148476236275,744813,1426446
4,1982,1973,1,81.30744171142578,25202.944986143713,4.152893543243408,0.015115517694364367,744813,1466644
4,1983,1973,1,74.31818389892578,25846.284489530397,3.2986857891082764,0.016488372401974136,744813,1505470
4,1984,1973,1,59.35599899291992,27230.12207777268,3.9813461303710938,0.01676649607563455,744813,1554986
4,1985,1973,1,68.1872787475586,28145.96485090756,3.81770658493042,0.015728711749805432,744813,1613848
4,1986,1973,1,81.54844665527344,29174.69415442517,4.316410064697266,0.016057342815350876,744813,1675874
4,1987,1973,1,79.7855224609375,29366.235151648878,3.613818645477295,0.01710735759158804,744813,1740411
4,1988,1973,1,64.340545654296875,29673.941485859476,4.847365856170654,0.018505329759236484,744813,1789543
4,1989,1973,1,60.68020248413086,29836.904083593705,4.739007949829102,0.020374089059989033,744813,1832585
4,1990,1973,1,56.36128234863281,29284.20452412534,3.67529034614563,0.024440903826979363,744813,1863454
4,1991,1973,1,55.507232666015625,28869.359761967622,4.3727126121521,0.02900238660162024,744813,1915555
4,1992,1973,1,53.641990661621094,29052.345382607684,4.05723762512207,0.033083936019640436,744813,1978503
4,1993,1973,1,59.457420349121094,29398.38251776082,4.289675712585449,0.03460537107868216,744813,2052350
4,1994,1973,1,57.45829772949219,30254.223448590772,3.9769105911254883,0.03358971064598518,744813,2140400
4,1995,1973,1,67.19830322265625,30785.25511686361,4.3484673500061035,0.030452899849451574,744813,2231840
4,1996,1973,1,50.808467864990234,31404.035029711697,3.412693500518799,0.026808335522435334,744813,2306882
5,1964,NA,0,50.64049530029297,11637.654202499127,3.4426708221435547,0.007477222742184101,937959.6875,937959.6643238068
5,1965,NA,0,52.20787048339844,12103.926862584181,3.0161192417144775,0.007786663619536789,937959.6875,945655.3358135223
5,1966,NA,0,38.31504440307617,13020.647530647317,2.4629204273223877,0.00802965571217672,937959.6875,953340.999215126
5,1967,NA,0,37.812538146972656,13419.824958495705,3.929112434387207,0.009174258879213965,937959.6875,961022.2234563828
5,1968,NA,0,33.50608825683594,13967.912510432418,3.0763227939605713,0.009806870052475714,937959.6875,968708.6653709412
5,1969,NA,0,35.09294128417969,14831.208801181278,3.43204665184021,0.010514105628528454,937959.6875,976466
5,1970,NA,0,46.17475891113281,15410.21771573739,4.020467281341553,0.013649239157432717,937959.6875,995782
5,1971,NA,0,48.643524169921875,16086.527615485678,4.147404670715332,0.018397416574560965,937959.6875,1015138
5,1972,NA,0,56.25035858154297,17225.678237619053,4.724694728851318,0.020913021212106617,937959.6875,1038165
5,1973,NA,0,46.95890808105469,18803.628768875595,3.8540525436401367,0.023340364208126484,937959.6875,1059138
5,1974,NA,0,48.40681457519531,18717.644793407435,4.108364582061768,0.02606979533813766,937959.6875,1080970
5,1975,NA,0,34.73759460449219,18538.197569936405,3.321140766143799,0.030129356054640337,937959.6875,1111145
5,1976,NA,0,54.56055450439453,19256.76526864043,3.353976011276245,0.03004888932637727,937959.6875,1117490
5,1977,NA,0,43.7401237487793,19781.90032769684,3.211088180541992,0.026958105486596287,937959.6875,1138192
5,1978,NA,0,41.510711669921875,21150.150932751,5.123546600341797,0.025674357719556416,937959.6875,1156582
5,1979,NA,0,42.9170036315918,20897.60343496947,4.6751627922058105,0.025167598162606483,937959.6875,1171950
5,1980,NA,0,50.51702880859375,20118.073682985818,6.049136638641357,0.02497898013651077,937959.6875,1183008
5,1981,NA,0,34.02663803100586,20756.519328290888,3.6323771476745605,0.02435779927394231,937959.6875,1185948
5,1982,NA,0,25.0513916015625,20580.91999231099,4.134491443634033,0.018992217371124165,937959.6875,1187131
5,1983,NA,0,36.122257232666016,20885.620867599504,3.229843854904175,0.018863330051187507,937959.6875,1193325
5,1984,NA,0,42.43360137939453,22192.728348216402,3.876582384109497,0.018611170797223235,937959.6875,1200726
5,1985,NA,0,48.357357025146484,22793.837536457013,5.0293145179748535,0.018180915096052103,937959.6875,1204624
5,1986,NA,0,47.84880828857422,23478.07327609469,4.749904632568359,0.01884748616458963,937959.6875,1207650
5,1987,NA,0,41.24728775024414,23490.28209030401,4.51214075088501,0.018816468569651065,937959.6875,1213042
5,1988,NA,0,45.51768493652344,24299.36259180172,4.681457042694092,0.019512359915329163,937959.6875,1213641
5,1989,NA,0,33.31608963012695,24948.09910704034,4.486240863800049,0.019737491628725113,937959.6875,1215466
5,1990,NA,0,38.88420867919922,24900.514937321117,5.257403373718262,0.02050969213133479,937959.6875,1220423
5,1991,NA,0,34.79341125488281,25107.006966753328,6.074876308441162,0.02135203098700087,937959.6875,1232775
5,1992,NA,0,38.68991470336914,26354.089365890686,6.126746654510498,0.02142856380208646,937959.6875,1248781
5,1993,NA,0,39.49163055419922,26552.721715301956,5.3025898933410645,0.0208724122530475,937959.6875,1268800
5,1994,NA,0,53.22697067260742,27191.416162369107,5.684637069702148,0.019994289066476042,937959.6875,1287005
5,1995,NA,0,45.8082160949707,27758.791364243574,4.812183856964111,0.018210061477139997,937959.6875,1306773
5,1996,NA,0,40.574981689453125,28287.526217957344,4.477705955505371,0.01693292730066085,937959.6875,1323703
6,1964,1970,0,112.8131103515625,21809.299801242814,2.482419967651367,0.013230507782690505,8837580,8837579.6747303
6,1965,1970,0,123.48703002929688,22383.364749558248,2.7796576023101807,0.015291151667229103,8837580,9076856.103048801
6,1966,1970,0,127.05441284179688,23276.721557157194,2.880032777786255,0.01718282804224364,8837580,9316132.339010358
6,1967,1970,0,131.78097534179688,23945.53106688182,3.3333792686462402,0.019709619222216555,8837580,9555401.918726325
6,1968,1970,0,115.12332916259766,24975.73760143545,2.8622171878814697,0.021797548168925245,8837580,9794679.582558155
6,1969,1970,0,128.14378356933594,25867.48689083314,3.348092555999756,0.027124516546602896,8837580,10033973
6,1970,1970,1,134.4434814453125,26207.92506039448,3.2120838165283203,0.03636491645156352,8837580,10179225
6,1971,1970,1,137.55599975585938,26347.31495651694,3.786839246749878,0.04365672115234394,8837580,10324487
6,1972,1970,1,135.66378784179688,27750.57254980351,3.3423407077789307,0.0427080656289563,8837580,10439843
6,1973,1970,1,112.53177642822266,28242.385449519435,4.1208319664001465,0.040005772914683345,8837580,10586218
6,1974,1970,1,114.69661712646484,28229.75281608364,4.344699859619141,0.03872416527791253,8837580,10739842
6,1975,1970,1,111.0879135131836,28334.74298032539,4.662019729614258,0.04127101357851621,8837580,10925396
6,1976,1970,1,104.6316909790039,29186.034860283147,4.251960754394531,0.042071362851695326,8837580,11125527
6,1977,1970,1,100.72779846191406,29865.979225567407,4.955583572387695,0.04205635488962191,8837580,11335130
6,1978,1970,1,84.400909423828125,31176.291184078,4.376412391662598,0.0411226684650592,8837580,11583678
6,1979,1970,1,80.795745849609375,31692.782413507797,4.411538124084473,0.03923373318041089,8837580,11793342
6,1980,1970,1,69.64105224609375,31626.61972260025,4.775046348571777,0.040360268695760815,8837580,12059240
6,1981,1970,1,73.3421630859375,31798.561239863004,4.602092266082764,0.042615901754009124,8837580,12290510
6,1982,1970,1,74.43253326416016,31369.452874603678,3.872335195541382,0.0410780801274416,8837580,12538867
6,1983,1970,1,62.96432876586914,31849.91449133722,3.923841953277588,0.04255912796727676,8837580,12792945
6,1984,1970,1,66.58502197265625,33376.41576366821,4.283349990844727,0.0420056305274004,8837580,13014293
6,1985,1970,1,61.408042907714844,34106.334684180125,4.137224197387695,0.04183120269675337,8837580,13292428
6,1986,1970,1,60.349945068359375,35121.166825664885,4.2249674797058105,0.04192839811348235,8837580,13601569
6,1987,1970,1,58.971500396728516,35737.00531289647,3.9576332569122314,0.04208340850151068,8837580,13918789
6,1988,1970,1,53.86119079589844,36557.20682172595,3.9266812801361084,0.04144232033373084,8837580,14243974
6,1989,1970,1,51.72964096069336,36767.03091872986,3.836219549179077,0.04191981462663609,8837580,14599005
6,1990,1970,1,50.86366653442383,36588.650770358174,3.994994878768921,0.044694906936931594,8837580,14958261
6,1991,1970,1,48.65615463256836,35858.230048228514,4.379954814910889,0.04942190334736469,8837580,15219485
6,1992,1970,1,52.30226135253906,36292.58553203963,4.005288600921631,0.05293617047581748,8837580,15475759
6,1993,1970,1,48.010719299316406,35914.14790656849,4.316202163696289,0.05584714164831343,8837580,15635748
6,1994,1970,1,46.3389892578125,36047.35719006356,3.510241746902466,0.058144810980422026,8837580,15754100
6,1995,1970,1,42.699703216552734,36769.36535437233,3.546168088912964,0.0576945363875842,8837580,15868201
6,1996,1970,1,42.37778091430664,37698.24637462932,2.994633197784424,0.05511384394041857,8837580,16038242
8,1964,1971,0,111.4277572631836,17747.09974942708,1.9033119678497314,0.010611042468017893,976404.25,976404.2221010923
8,1965,1971,0,107.10671997070312,18511.888142775806,2.1255455017089844,0.011283865851328637,976404.25,999679.5556260347
8,1966,1971,0,91.91471099853516,19123.690377950727,2.296035051345825,0.012219615047954643,976404.25,1022938.6619473696
8,1967,1971,0,101.66614532470703,19616.361583626607,2.293539047241211,0.013262423370822876,976404.25,1046188.8911286592
8,1968,1971,0,103.62515258789062,20315.912484130593,3.2045724391937256,0.013605125584486842,976404.25,1069449.8856071234
8,1969,1971,0,90.48259735107422,21358.932182529246,2.687908411026001,0.014755011900088667,976404.25,1092849
8,1970,1971,0,97.627716064453125,22418.70029330563,3.1430552005767822,0.019449969920137672,976404.25,1128108
8,1971,1971,1,106.93220520019531,23388.931223395557,2.056450366973877,0.024306465841671676,976404.25,1163401
8,1972,1971,1,101.00241088867188,24613.72205284182,2.9865620136260986,0.025308900226897708,976404.25,1211853
8,1973,1971,1,101.03717041015625,25485.56659514352,3.6470305919647217,0.024252095761035746,976404.25,1256266
8,1974,1971,1,101.9135971069336,25500.008791916076,2.659855842590332,0.02333476165975701,976404.25,1278886
8,1975,1971,1,95.98931121826172,25503.595652699118,3.5762124061584473,0.024177443718417777,976404.25,1301299
8,1976,1971,1,97.03186798095703,26078.09275232994,3.3403384685516357,0.02431544396497334,976404.25,1323449
8,1977,1971,1,96.30354309082031,26696.59875116828,3.060718297958374,0.023334429596550556,976404.25,1356122
8,1978,1971,1,86.32636260986328,28099.02494912965,3.5008621215820312,0.020932212807068216,976404.25,1391846
8,1979,1971,1,73.93958282470703,28594.548359317796,2.8372418880462646,0.01894088084342986,976404.25,1434239
8,1980,1971,1,71.04447174072266,28870.828218760795,3.1865642070770264,0.019350197745723777,976404.25,1465097
8,1981,1971,1,86.41331481933594,29654.593031933797,4.333114147186279,0.019398221525217304,976404.25,1498475
8,1982,1971,1,61.91203689575195,29834.108932015646,2.8876543045043945,0.017147729245003872,976404.25,1542211
8,1983,1971,1,74.2377700805664,30042.252173274945,2.718964099884033,0.01884585499553883,976404.25,1579556
8,1984,1971,1,65.97230529785156,31127.0532336366,3.1439402103424072,0.018495978183364816,976404.25,1598780
8,1985,1971,1,76.0556411743164,31417.048363502196,2.869887351989746,0.017155419657980106,976404.25,1616904
8,1986,1971,1,73.90118408203125,31801.136201487014,3.0433084964752197,0.018141760373441652,976404.25,1631241
8,1987,1971,1,61.43783187866211,31689.556066035893,3.523805856704712,0.019362183552907624,976404.25,1642876
8,1988,1971,1,74.62378692626953,32331.392882123288,3.6362295150756836,0.020220584881390773,976404.25,1644265
8,1989,1971,1,51.64868927001953,33388.66111774783,3.08329701423645,0.020657531742640393,976404.25,1652194
8,1990,1971,1,57.92793273925781,33386.888368185704,1.5856573581695557,0.02154051613220262,976404.25,1668681
8,1991,1971,1,60.69964599609375,33330.27085249257,3.1839070320129395,0.02347441508383971,976404.25,1705914
8,1992,1971,1,70.49517822265625,34259.67487892189,3.3361692428588867,0.024006979046543548,976404.25,1756878
8,1993,1971,1,64.72041320800781,35033.38538222306,3.1527953147888184,0.02346257839439457,976404.25,1813480
8,1994,1971,1,62.83584213256836,35869.62550161848,2.4426794052124023,0.02195660190525172,976404.25,1866595
8,1995,1971,1,59.39910888671875,37046.130452857105,2.5974581241607666,0.019679105158311557,976404.25,1914916
8,1996,1971,1,53.06670379638672,37986.73106127138,3.022274971008301,0.01763085497862009,976404.25,1959472
9,1964,1973,0,52.51510238647461,21505.764980200936,1.1045876741409302,0.01022719335174476,1407318.375,1407318.3298339844
9,1965,1973,0,61.8986701965332,22294.365287333363,1.4465458393096924,0.010105669489791221,1407318.375,1436396.6696777344
9,1966,1973,0,51.48725128173828,23400.14001716333,1.7587867975234985,0.009116498074304131,1407318.375,1465474.9983062744
9,1967,1973,0,55.066104888916016,24678.067373341095,1.9309436082839966,0.009534621231298975,1407318.375,1494553.3392791748
9,1968,1973,0,55.250518798828125,24998.86328439974,1.1740633249282837,0.011420082897394922,1407318.375,1523631.6720581055
9,1969,1973,0,63.96929168701172,27095.584001561318,2.154771327972412,0.01319735602054902,1407318.375,1552710
9,1970,1973,0,47.78806686401367,27231.75459356333,2.177086114883423,0.01536687904385947,1407318.375,1564512
9,1971,1973,0,53.132080078125,27272.758073031833,1.498661994934082,0.018689962786602163,1407318.375,1576314
9,1972,1973,0,47.55938720703125,28467.286434868307,1.722193717956543,0.020316403076525925,1407318.375,1580484
9,1973,1973,1,54.089691162109375,29138.236132515965,2.058588981628418,0.021827707739759547,1407318.375,1581522
9,1974,1973,1,38.020469665527344,28855.494138546666,2.4115149974823,0.023150284547361448,1407318.375,1586262
9,1975,1973,1,53.04801940917969,28548.048600899972,2.1506292819976807,0.025351434780724914,1407318.375,1592543
9,1976,1973,1,44.133052825927734,29127.32521007388,1.7257314920425415,0.02669333960931984,1407318.375,1593375
9,1977,1973,1,35.198158264160156,30141.877417027612,2.640263319015503,0.027626013744068305,1407318.375,1596228
9,1978,1973,1,54.12854766845703,31363.57496332984,2.528482675552368,0.028279542414809872,1407318.375,1600518
9,1979,1973,1,37.264015197753906,32134.966151023018,2.203518867492676,0.028782552509409053,1407318.375,1604395
9,1980,1973,1,33.97456741333008,32759.173112532346,1.9049116373062134,0.03011413687578877,1407318.375,1612742
9,1981,1973,1,39.108882904052734,33424.1009771743,2.316446542739868,0.03030302562684457,1407318.375,1620072
9,1982,1973,1,32.448936462402344,33926.07470757393,2.671194553375244,0.026828956881566602,1407318.375,1625175
9,1983,1973,1,26.60979461669922,34542.783568789986,1.7037345170974731,0.026891343410885393,1407318.375,1636707
9,1984,1973,1,32.18900680541992,36957.72074600103,2.8232858180999756,0.026322232980772988,1407318.375,1645203
9,1985,1973,1,24.267166137695312,38095.51053504957,1.6820135116577148,0.02493959011069677,1407318.375,1655634
9,1986,1973,1,29.373531341552734,40026.25722405892,2.8667197227478027,0.02396000715766314,1407318.375,1665348
9,1987,1973,1,30.06875991821289,42018.86302650529,2.520813465118408,0.022815585994559465,1407318.375,1676796
9,1988,1973,1,27.915847778320312,44371.04636582796,1.9853793382644653,0.022227629167412055,1407318.375,1688158
9,1989,1973,1,31.198537826538086,46010.17919432674,2.566452741622925,0.02321047199408332,1407318.375,1693291
9,1990,1973,1,30.569002151489258,44986.46481563075,2.016822576522827,0.026581172302741315,1407318.375,1696837
9,1991,1973,1,27.535404205322266,43585.106627652895,1.8009949922561646,0.031092891361685675,1407318.375,1702975
9,1992,1973,1,26.254032135009766,45777.36425746908,1.9824327230453491,0.03282617994035332,1407318.375,1702805
9,1993,1973,1,33.3710823059082,46092.195834439495,2.79978609085083,0.033810260399034606,1407318.375,1707354
9,1994,1973,1,35.650550842285156,46225.56069300028,2.7934746742248535,0.03498395305232912,1407318.375,1711125
9,1995,1973,1,30.807703018188477,47442.02596296913,1.9339001178741455,0.0353360155733944,1407318.375,1715233
9,1996,1973,1,30.56572723388672,48270.190244703925,2.347580671310425,0.03337277883127104,1407318.375,1721785
10,1964,NA,0,56.48964309692383,21479.93222947397,2.804845094680786,0.010267247822535411,247502.21875,247502.2236328125
10,1965,NA,0,61.09296798706055,22764.791016236322,2.2795748710632324,0.010666547019914905,247502.21875,253088.7763671875
10,1966,NA,0,107.96809387207031,22850.927870136024,5.7425103187561035,0.011223528678740007,247502.21875,258675.33135986328
10,1967,NA,0,61.778045654296875,23285.047511877558,3.660942316055298,0.01324443721153476,247502.21875,264261.88928222656
10,1968,NA,0,82.92950439453125,24039.147441381618,3.8208730220794678,0.015873107509481857,247502.21875,269848.4421386719
10,1969,NA,0,65.41485595703125,25054.287452648266,2.1864426136016846,0.017275703281475967,247502.21875,275435
10,1970,NA,0,43.78167724609375,24994.106541689136,3.946751356124878,0.021174544304932312,247502.21875,282572
10,1971,NA,0,55.98576354980469,25523.013164211323,4.6398210525512695,0.02669460274505337,247502.21875,289709
10,1972,NA,0,47.521610260009766,26803.135701738396,1.417574167251587,0.03077668572101801,247502.21875,294246
10,1973,NA,0,69.34622955322266,27651.30871022276,3.467902660369873,0.030191766014514204,247502.21875,297272
10,1974,NA,0,56.70048141479492,27049.663476405047,5.33856725692749,0.030429424379132076,247502.21875,299688
10,1975,NA,0,81.03278350830078,26674.837423854096,7.216677665710449,0.033675096306517154,247502.21875,302939
10,1976,NA,0,56.36882781982422,27310.9954067246,3.0899062156677246,0.033441116312795595,247502.21875,305243
10,1977,NA,0,44.256370544433594,27531.190780335404,2.6773009300231934,0.034834092613759096,247502.21875,307089
10,1978,NA,0,72.6356201171875,28131.315255897207,3.2129275798797607,0.03530550099185482,247502.21875,309017
10,1979,NA,0,33.09782409667969,28164.156188136312,5.618895530700684,0.03653946525905718,247502.21875,309745
10,1980,NA,0,65.18266296386719,28655.98788015541,4.094500541687012,0.03828516609095395,247502.21875,308024
10,1981,NA,0,40.570491790771484,28758.24474161311,5.315159797668457,0.037351069426574755,247502.21875,308561
10,1982,NA,0,82.20772552490234,29073.291174751044,1.4688262939453125,0.03209072672974838,247502.21875,310074
10,1983,NA,0,34.92534255981445,29538.297830057585,2.7501487731933594,0.029812043919925747,247502.21875,313176
10,1984,NA,0,49.17434310913086,30946.094227478774,3.601926565170288,0.029989899692773533,247502.21875,316162
10,1985,NA,0,20.72821617126465,32259.230312640368,2.5601749420166016,0.02742050284967631,247502.21875,319393
10,1986,NA,0,43.37269592285156,33218.29557086818,3.8543882369995117,0.025098192314972553,247502.21875,324024
10,1987,NA,0,69.49768829345703,34194.567634293446,2.855377435684204,0.023580431399522383,247502.21875,328574
10,1988,NA,0,59.85845184326172,35475.57748149226,4.739739894866943,0.022454610234853112,247502.21875,333996
10,1989,NA,0,36.40713119506836,37244.29268426542,4.389408588409424,0.022388910343146936,247502.21875,339223
10,1990,NA,0,44.69871520996094,36631.227398046634,3.815333127975464,0.024512916873272846,247502.21875,344859
10,1991,NA,0,56.24046325683594,36653.76467159406,3.6159098148345947,0.02777730375426621,247502.21875,351600
10,1992,NA,0,63.78722381591797,36733.47703803914,3.804006338119507,0.030515059361778122,247502.21875,357441
10,1993,NA,0,47.36091613769531,36635.34066629006,2.4159159660339355,0.03155551335646944,247502.21875,363357
10,1994,NA,0,32.9176139831543,36718.44753091653,2.1302194595336914,0.030881025260070003,247502.21875,368843
10,1995,NA,0,39.746185302734375,37336.35979937628,4.44228458404541,0.028078476322488638,247502.21875,375145
10,1996,NA,0,35.169647216796875,38305.812608617896,4.518975257873535,0.027203642631699082,247502.21875,381153
11,1964,1977,0,45.422943115234375,24560.487753664915,7.104395866394043,0.009930197752449523,406369.875,406369.8864746094
11,1965,1977,0,34.12579345703125,26076.84243189092,7.455645561218262,0.011021703324732174,406369.875,406516.1135253906
11,1966,1977,0,33.76423263549805,26596.678131322242,7.70013427734375,0.011697665633204186,406369.875,406662.3332519531
11,1967,1977,0,44.12886047363281,27692.274142542366,6.246210098266602,0.012741455944362604,406369.875,406808.55908203125
11,1968,1977,0,41.93971252441406,28456.152887561406,6.309175968170166,0.01466174386394049,406369.875,406954.7744140625
11,1969,1977,0,36.69405746459961,27040.264311888877,9.734732627868652,0.019712552904561767,406369.875,407101
11,1970,1977,0,49.980281829833984,28862.493386084858,10.291583061218262,0.03138549549103978,406369.875,404380
11,1971,1977,0,80.46630859375,30969.47347288095,14.801566123962402,0.05145824360133015,406369.875,401659
11,1972,1977,0,77.85340881347656,32939.384717704146,15.585029602050781,0.0671503275533741,406369.875,397696
11,1973,1977,0,65.60198974609375,33054.11953035646,15.126055717468262,0.07581787945037005,406369.875,392458
11,1974,1977,0,46.97190856933594,33193.687333877584,13.783506393432617,0.07828322740396615,406369.875,385949
11,1975,1977,0,51.516910552978516,33779.8537309929,15.337992668151855,0.08427111900333785,406369.875,380684
11,1976,1977,0,82.02641296386719,34506.59691049821,7.668833255767822,0.08353296996786164,406369.875,373178
11,1977,1977,1,52.61216735839844,35559.82815182743,6.964122295379639,0.08651702539574081,406369.875,365875
11,1978,1977,1,39.17341613769531,36090.87587410045,6.7792253494262695,0.08830857177794081,406369.875,359832
11,1979,1977,1,29.74757194519043,35536.83303830681,8.961731910705566,0.08830821412352408,406369.875,352320
11,1980,1977,1,38.0489616394043,34698.04085969947,8.8305816650390625,0.0889657570065062,406369.875,342289
11,1981,1977,1,33.11793899536133,34104.84116522866,11.06628131866455,0.08256643450059918,406369.875,341853
11,1982,1977,1,40.16375732421875,34453.84918783856,9.561553955078125,0.07447007005006935,406369.875,340328
11,1983,1977,1,33.878013610839844,34558.12130967052,5.565101623535156,0.06799525863675508,406369.875,339846
11,1984,1977,1,39.38111114501953,36200.21792952641,9.607341766357422,0.0680229594337588,406369.875,340020
11,1985,1977,1,22.403717041015625,37015.32064376366,4.532656192779541,0.06520955367648427,406369.875,340239
11,1986,1977,1,46.315948486328125,37989.46540826287,8.261772155761719,0.06115696671751612,406369.875,341531
11,1987,1977,1,11.328102111816406,38781.29020487613,9.677803993225098,0.05737838959980885,406369.875,340404
11,1988,1977,1,19.082958221435547,41527.10715228248,12.334918975830078,0.05451051900072463,406369.875,336724
11,1989,1977,1,18.342952728271484,42848.09656049753,11.545316696166992,0.05393573610164896,406369.875,333199
11,1990,1977,1,13.218511581420898,43796.02230546131,14.345059394836426,0.05914978993026551,406369.875,323226
11,1991,1977,1,17.717153549194336,44490.76691169094,15.879960060119629,0.06777911420746249,406369.875,320090
11,1992,1977,1,10.997030258178711,46096.40938362873,11.724995613098145,0.07168006279863195,406369.875,317629
11,1993,1977,1,16.68588638305664,47049.61442218266,19.134294509887695,0.08099397292341634,406369.875,316682
11,1994,1977,1,7.477235317230225,47616.77080600142,12.25389289855957,0.08694879108547313,406369.875,313077
11,1995,1977,1,13.035442352294922,47476.434596834806,11.0092191696167,0.08587630071320004,406369.875,307908
11,1996,1977,1,23.57217788696289,48822.390730751096,13.37421989440918,0.08384620192165364,406369.875,304009
